list-none-s,24,1000,1,72000,642700364,8926,6054880
list-none-m,1,1000,1,3000,13000470,4333,48
list-none-m,2,1000,1,6000,51247095,8541,23725
list-none-m,4,1000,1,12000,18446744072924605593,18446744073709486204,18446744073708370096
list-none-m,8,1000,1,24000,18446744073623208100,18446744073709548019,18446744073709046202
list-none-m,12,1000,1,36000,246201452,6838,1098869
list-none-m,16,1000,1,48000,18446744073438471169,18446744073709545969,18446744073706688267
list-none-m,24,1000,1,72000,161005830,2236,2948250
list-id-none,1,1,4,3,106875,35625,0
list-id-none,1,2,4,6,116898,19483,0
list-id-none,1,4,4,12,105151,8762,0
list-id-none,1,8,4,24,165876,6911,0
list-id-none,1,16,4,48,216784,4516,0
list-id-none,2,1,4,6,148687,24781,0
list-id-none,2,2,4,12,120870,10072,0
list-id-none,2,4,4,24,173373,7223,0
list-id-none,2,8,4,48,207931,4331,0
list-id-none,4,1,4,12,170746,14228,0
list-id-none,4,2,4,24,154188,6424,0
list-id-none,8,1,4,24,296689,12362,0
list-id-none,8,2,4,48,277643,5784,0
list-id-none,16,1,4,48,514150,10711,0
list-id-s,1,10,4,30,190344,6344,59
list-id-s,1,20,4,60,266418,4440,56
list-id-s,1,40,4,120,476175,3968,46
list-id-s,1,80,4,240,857116,3571,45
list-id-s,2,10,4,60,253702,4228,378
list-id-s,2,20,4,120,306127,2551,228
list-id-s,2,40,4,240,517275,2155,202
list-id-s,2,80,4,480,920627,1917,197
list-id-s,4,10,4,120,268507,2237,1913
list-id-s,4,20,4,240,390038,1625,1693
list-id-s,4,40,4,480,655053,1364,1761
list-id-s,4,80,4,960,1156400,1204,1798
list-id-s,8,10,4,240,382511,1593,5922
list-id-s,8,20,4,480,540359,1125,8173
list-id-s,8,40,4,960,892435,929,13350
list-id-s,8,80,4,1920,1709330,890,19029
list-id-s,12,10,4,360,514126,1428,9957
list-id-s,12,20,4,720,700162,972,27105
list-id-s,12,40,4,1440,1276200,886,50971
list-id-s,12,80,4,2880,2560133,888,70547
list-id-s,16,10,4,480,566182,1179,15900
